,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
11,0.2901599884033203,0.0,0.6290048382294975,0.6406053919620465,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 25}",29,0.5830837173579109,0.5880343414538519,0.5677227342549923,0.5302245984948251,0.7309523809523811,0.6771960554608515,0.6852011494252873,0.7607972709167526,0.578639846743295,0.646774693483951,0.10090675198289274,0.0,0.06632550100210774,0.0784482754701494
12,0.2963999271392822,0.0,0.6290048382294975,0.6406053919620465,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 30}",29,0.5830837173579109,0.5880343414538519,0.5677227342549923,0.5302245984948251,0.7309523809523811,0.6771960554608515,0.6852011494252873,0.7607972709167526,0.578639846743295,0.646774693483951,0.09307857666720877,0.0,0.06632550100210774,0.0784482754701494
13,0.2964000225067139,0.0031199932098388674,0.6290048382294975,0.6406053919620465,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 35}",29,0.5830837173579109,0.5880343414538519,0.5677227342549923,0.5302245984948251,0.7309523809523811,0.6771960554608515,0.6852011494252873,0.7607972709167526,0.578639846743295,0.646774693483951,0.09463431539892687,0.006239986419677735,0.06632550100210774,0.0784482754701494
14,0.28703999519348145,0.0031199932098388674,0.6290048382294975,0.6406053919620465,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 40}",29,0.5830837173579109,0.5880343414538519,0.5677227342549923,0.5302245984948251,0.7309523809523811,0.6771960554608515,0.6852011494252873,0.7607972709167526,0.578639846743295,0.646774693483951,0.08802607586364172,0.006239986419677735,0.06632550100210774,0.0784482754701494
15,0.29639997482299807,0.0,0.6290048382294975,0.6406053919620465,0.1,"(50, 50)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 45}",29,0.5830837173579109,0.5880343414538519,0.5677227342549923,0.5302245984948251,0.7309523809523811,0.6771960554608515,0.6852011494252873,0.7607972709167526,0.578639846743295,0.646774693483951,0.08988642223965014,0.0,0.06632550100210774,0.0784482754701494
16,0.293280029296875,0.0,0.6290048382294975,0.6406053919620465,0.1,"(50, 50)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 50}",29,0.5830837173579109,0.5880343414538519,0.5677227342549923,0.5302245984948251,0.7309523809523811,0.6771960554608515,0.6852011494252873,0.7607972709167526,0.578639846743295,0.646774693483951,0.09223814762873846,0.0,0.06632550100210774,0.0784482754701494
17,0.28703999519348145,0.003119945526123047,0.6290048382294975,0.6406053919620465,0.1,"(50, 50)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 55}",29,0.5830837173579109,0.5880343414538519,0.5677227342549923,0.5302245984948251,0.7309523809523811,0.6771960554608515,0.6852011494252873,0.7607972709167526,0.578639846743295,0.646774693483951,0.09074853992930151,0.006239891052246094,0.06632550100210774,0.0784482754701494
18,0.29952001571655273,0.0,0.6290048382294975,0.6406053919620465,0.1,"(50, 50)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 60}",29,0.5830837173579109,0.5880343414538519,0.5677227342549923,0.5302245984948251,0.7309523809523811,0.6771960554608515,0.6852011494252873,0.7607972709167526,0.578639846743295,0.646774693483951,0.09010264037659316,0.0,0.06632550100210774,0.0784482754701494
19,0.03431992530822754,0.0,0.25,0.25,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 2}",285,0.24999999999999997,0.25,0.25,0.24999999999999997,0.2500000000000001,0.25000000000000006,0.25,0.25,0.24999999999999994,0.25,0.006239986419677735,0.0,5.690030222236891e-17,2.7755575615628914e-17
20,0.03431992530822754,0.0,0.25,0.25,0.1,"(50,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 3}",285,0.24999999999999997,0.25,0.25,0.24999999999999997,0.2500000000000001,0.25000000000000006,0.25,0.25,0.24999999999999994,0.25,0.006239986419677735,0.0,5.690030222236891e-17,2.7755575615628914e-17
